EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM1136,46,46-55,No,Travel_Rarely,563,Sales,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567,15k+,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM811,46,46-55,No,Travel_Rarely,406,Sales,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15k+,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM711,33,26-35,No,Non-Travel,722,Sales,Research & Development,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,17444,15k+,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1185,54,46-55,No,Travel_Rarely,584,Research & Development,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,15k+,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM715,50,46-55,No,Travel_Rarely,1126,Research & Development,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,17399,15k+,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM113,54,46-55,No,Non-Travel,142,Human Resources,Research & Development,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,15k+,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1009,54,46-55,No,Travel_Rarely,971,Research & Development,Research & Development,1,3,Medical,1,1422,4,Female,54,3,4,Research Director,4,Single,17328,15k+,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM148,41,36-45,No,Travel_Frequently,857,Research & Development,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,15k+,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1352,48,46-55,No,Travel_Frequently,117,Research & Development,Sales,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,17174,15k+,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1025,47,46-55,No,Travel_Rarely,359,Research & Development,Research & Development,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,17169,15k+,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM610,43,36-45,No,Travel_Rarely,589,Research & Development,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,17159,15k+,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM938,39,36-45,No,Travel_Rarely,412,Research & Development,Sales,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,17123,15k+,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM700,52,46-55,No,Travel_Rarely,1053,Research & Development,Human Resources,1,2,Life Sciences,1,976,4,Male,70,3,4,Manager,4,Married,17099,15k+,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM315,39,36-45,No,Travel_Rarely,117,Research & Development,Research & Development,10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068,15k+,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM862,46,46-55,No,Travel_Rarely,1402,Sales,Research & Development,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,15k+,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM426,50,46-55,No,Travel_Rarely,1099,Research & Development,Sales,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,15k+,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1056,34,26-35,No,Travel_Frequently,829,Research & Development,Research & Development,15,3,Medical,1,1485,2,Male,71,3,4,Research Director,1,Divorced,17007,15k+,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM120,43,36-45,No,Travel_Frequently,394,Sales,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,15k+,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM805,48,46-55,No,Non-Travel,1262,Research & Development,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,15k+,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM946,50,46-55,No,Travel_Rarely,1322,Research & Development,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,16880,15k+,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM264,46,46-55,No,Travel_Rarely,488,Sales,Research & Development,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,15k+,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM562,52,46-55,No,Travel_Rarely,621,Sales,Research & Development,3,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,16856,15k+,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM446,55,46-55,No,Travel_Rarely,1117,Sales,Research & Development,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,16835,15k+,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1349,40,36-45,No,Travel_Rarely,1137,Research & Development,Sales,1,4,Life Sciences,1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,15k+,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1000,42,36-45,No,Travel_Rarely,1147,Human Resources,Research & Development,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married,16799,15k+,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM195,45,36-45,No,Non-Travel,1195,Research & Development,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,15k+,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM775,55,46-55,No,Non-Travel,444,Research & Development,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,15k+,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM593,47,46-55,No,Travel_Rarely,202,Research & Development,Sales,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,15k+,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,Sales,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,15k+,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM380,55,46-55,No,Travel_Rarely,1311,Research & Development,Sales,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,15k+,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM490,43,36-45,No,Travel_Rarely,782,Research & Development,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,15k+,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1081,46,46-55,No,Travel_Rarely,228,Sales,Research & Development,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606,15k+,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1044,53,46-55,No,Travel_Rarely,447,Research & Development,Human Resources,2,3,Medical,1,1472,4,Male,39,4,4,Research Director,2,Single,16598,15k+,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM467,41,36-45,No,Travel_Rarely,1276,Sales,Research & Development,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,15k+,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM409,52,46-55,No,Travel_Rarely,1490,Research & Development,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,15k+,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1097,40,36-45,No,Travel_Rarely,898,Human Resources,Research & Development,6,2,Medical,1,1550,3,Male,38,3,4,Manager,4,Single,16437,15k+,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1015,31,26-35,No,Travel_Rarely,182,Research & Development,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,15k+,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1177,49,46-55,No,Travel_Rarely,301,Research & Development,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,15k+,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1079,44,36-45,No,Travel_Rarely,136,Research & Development,Research & Development,28,3,Life Sciences,1,1523,4,Male,32,3,4,Research Director,1,Married,16328,15k+,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM617,51,46-55,No,Travel_Rarely,1318,Sales,Research & Development,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,16307,15k+,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1302,58,55+,No,Non-Travel,350,Sales,Research & Development,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,15k+,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM456,33,26-35,No,Travel_Rarely,922,Research & Development,Sales,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,16184,15k+,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM906,29,26-35,No,Travel_Rarely,694,Research & Development,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,15k+,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM236,43,36-45,No,Travel_Rarely,1034,Sales,Research & Development,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,16064,15k+,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1077,54,46-55,No,Travel_Frequently,1050,Research & Development,Sales,11,4,Medical,1,1520,2,Female,87,3,4,Manager,4,Divorced,16032,15k+,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM301,41,36-45,No,Travel_Rarely,334,Sales,Research & Development,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,16015,15k+,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM349,42,36-45,No,Travel_Rarely,810,Research & Development,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,15k+,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
